127.0.0.1 - - [15/Apr/2022:10:37:05 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:46:13 +0700] "GET /Assignment/category/index HTTP/1.1" 200 12291
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:23 +0700] "GET /Assignment/category/index HTTP/1.1" 200 12291
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:25 +0700] "GET /Assignment/product/create HTTP/1.1" 200 5754
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:27 +0700] "GET /Assignment/product/index HTTP/1.1" 200 8918
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:29 +0700] "GET /Assignment/product/edit?id=19 HTTP/1.1" 200 5889
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:34 +0700] "POST /Assignment/product/update?id=19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:34 +0700] "GET /Assignment/product/index HTTP/1.1" 200 8918
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:35 +0700] "GET /Assignment/product/edit?id=19 HTTP/1.1" 200 5889
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:38 +0700] "POST /Assignment/product/update?id=19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:49:38 +0700] "GET /Assignment/product/index HTTP/1.1" 200 8918
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:51:27 +0700] "GET /Assignment/product/index HTTP/1.1" 200 8918
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:51:29 +0700] "GET /Assignment/product/edit?id=19 HTTP/1.1" 200 5889
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:51:34 +0700] "POST /Assignment/product/update?id=19 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:51:34 +0700] "GET /Assignment/product/index HTTP/1.1" 200 8918
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:52:43 +0700] "GET /Assignment/category/index HTTP/1.1" 200 12291
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:57:07 +0700] "GET /Assignment/HomeServlet HTTP/1.1" 200 5832
0:0:0:0:0:0:0:1 - - [15/Apr/2022:10:57:11 +0700] "GET /Assignment/dangXuat HTTP/1.1" 500 5638
